"","playerId","playerName","LA_RAPM","LA_RAPM__Def","LA_RAPM__Off","RAPM","RAPM__Def","RAPM__Off","season","Team","MP"
"173",101139,"CJ Miles",-0.2,0.19,-0.39,-0.6,0.09,-0.69,"2018-19","MEM",856.595
"174",101139,"CJ Miles",0.33,-0.11,0.44,-0.08,-0.25,0.16,"2019-20","WAS",161.035
"175",101139,"CJ Miles",-0.03,-0.01,-0.01,-0.08,-0.07,-0.01,"2021-22","BOS",1.95
"176",101141,"Ersan Ilyasova",1.65,1.52,0.13,2.28,1.72,0.56,"2009-10","MIL",1897.68666666667
"177",101141,"Ersan Ilyasova",1.37,-0.49,1.86,1.41,0.6,0.81,"2010-11","MIL",1505.285
"178",101141,"Ersan Ilyasova",1.99,-0.3,2.29,1.28,-0.65,1.93,"2011-12","MIL",1654.88833333333
"179",101141,"Ersan Ilyasova",0.29,-0.18,0.47,1.52,-0.68,2.2,"2012-13","MIL",2012.27333333333
"180",101141,"Ersan Ilyasova",-0.42,0.19,-0.61,-1.69,0.04,-1.73,"2013-14","MIL",1478.505
"181",101141,"Ersan Ilyasova",0.5,0.24,0.26,-0.21,-0.71,0.5,"2014-15","MIL",1319.00666666667
"182",101141,"Ersan Ilyasova",-1.54,-0.58,-0.96,-1.88,-1.02,-0.86,"2015-16","ORL",1880.38666666667
"183",101141,"Ersan Ilyasova",0.18,0.41,-0.23,0.62,0.61,0.01,"2016-17","ATL",2142.39833333333
"184",101141,"Ersan Ilyasova",0.83,0.51,0.32,0.73,0.43,0.3,"2017-18","PHI",1729.64833333333
"185",101141,"Ersan Ilyasova",1.56,0.59,0.98,1.58,0.76,0.82,"2018-19","MIL",1231.31333333333
"186",101141,"Ersan Ilyasova",0.78,0.66,0.11,-0.7,-0.78,0.08,"2019-20","MIL",986.383333333333
"187",101141,"Ersan Ilyasova",-0.21,-0.14,-0.06,-0.05,0.1,-0.15,"2020-21","UTA",147.538333333333
"188",101142,"Ronny Turiaf",1.51,1.49,0.01,0.53,1.12,-0.59,"2009-10","GSW",871.818333333333
"189",101142,"Ronny Turiaf",0.83,2.33,-1.49,0.18,1.48,-1.3,"2010-11","NYK",1140.69333333333
"190",101142,"Ronny Turiaf",-0.15,0.63,-0.77,0.23,0.63,-0.4,"2011-12","MIA",279.013333333333
"191",101142,"Ronny Turiaf",0.43,1.19,-0.76,-0.17,1.37,-1.55,"2012-13","LAC",700.7
