Column 1,season,team,team_score_home,assists_home,blocks_home,defensive_rebounds_home,fast_break_points_home,field_goals_made_home,field_goals_attempted_home,flagrant_fouls_home,fouls_home,free_throws_made_home,free_throws_attempted_home,offensive_rebounds_home,points_in_paint_home,steals_home,team_turnovers_home,technical_fouls_home,three_point_field_goals_made_home,three_point_field_goals_attempted_home,total_rebounds_home,total_technical_fouls_home,turnover_points_home,turnovers_home,opponent_team_score_home,opponent_assists_home,opponent_blocks_home,opponent_defensive_rebounds_home,opponent_fast_break_points_home,opponent_field_goals_made_home,opponent_field_goals_attempted_home,opponent_flagrant_fouls_home,opponent_fouls_home,opponent_free_throws_made_home,opponent_free_throws_attempted_home,opponent_offensive_rebounds_home,opponent_points_in_paint_home,opponent_steals_home,opponent_team_turnovers_home,opponent_technical_fouls_home,opponent_three_point_field_goals_made_home,opponent_three_point_field_goals_attempted_home,opponent_total_rebounds_home,opponent_total_technical_fouls_home,opponent_turnover_points_home,opponent_turnovers_home,Games_home,Possessions_home,team_score_away,assists_away,blocks_away,defensive_rebounds_away,fast_break_points_away,field_goals_made_away,field_goals_attempted_away,flagrant_fouls_away,fouls_away,free_throws_made_away,free_throws_attempted_away,offensive_rebounds_away,points_in_paint_away,steals_away,team_turnovers_away,technical_fouls_away,three_point_field_goals_made_away,three_point_field_goals_attempted_away,total_rebounds_away,total_technical_fouls_away,turnover_points_away,turnovers_away,opponent_team_score_away,opponent_assists_away,opponent_blocks_away,opponent_defensive_rebounds_away,opponent_fast_break_points_away,opponent_field_goals_made_away,opponent_field_goals_attempted_away,opponent_flagrant_fouls_away,opponent_fouls_away,opponent_free_throws_made_away,opponent_free_throws_attempted_away,opponent_offensive_rebounds_away,opponent_points_in_paint_away,opponent_steals_away,opponent_team_turnovers_away,opponent_technical_fouls_away,opponent_three_point_field_goals_made_away,opponent_three_point_field_goals_attempted_away,opponent_total_rebounds_away,opponent_total_technical_fouls_away,opponent_turnover_points_away,opponent_turnovers_away,Games_away,Possessions_away,MP,new_LA_RAPM,new_LA_RAPM__Def,new_LA_RAPM__Off,new_RAPM,new_RAPM__Def,new_RAPM__Off,total_wins,lag 1,lag 2,team_change,team_Bucks,team_Bulls,team_Cavaliers,team_Celtics,team_Clippers,team_Grizzlies,team_Hawks,team_Heat,team_Hornets,team_Jazz,team_Kings,team_Knicks,team_Lakers,team_Magic,team_Mavericks,team_Nets,team_Nuggets,team_Pacers,team_Pelicans,team_Pistons,team_Raptors,team_Rockets,team_Spurs,team_Suns,team_Thunder,team_Timberwolves,team_Trail Blazers,team_Warriors,team_Wizards,season_2010,season_2011,season_2012,season_2013,season_2014,season_2015,season_2016,season_2017,season_2018,season_2019,season_2020,season_2021,season_2022
122,2013,Grizzlies,123.86900584,28.803741712,6.6842763838,39.040049024,16.339342271,47.500340872,105.52760977,0.0322911903,27.641258862,22.765289133,29.643312659,15.596644895,54.507529159,11.334207781,1.3885211812,0.6781149955,6.1030349591,18.018484165,65.518825037,0.6781149955,22.37779485,17.017457267,121.22112824,28.061044336,6.9748970961,38.329642838,16.629962984,44.981628032,101.32975504,0,26.640231964,22.37779485,29.352691946,12.948767294,49.728433,9.3321539851,1.1301916591,0.8395709468,8.8800773214,24.83192531,62.709491485,0.8395709468,20.214285103,18.761181541,41,3096.8198817,116.59560717,23.875117316,7.6531197973,38.331010267,16.41823136,44.316142416,103.80770187,0.0654112803,26.75321365,20.47373074,27.930616696,14.521304231,51.674911452,10.17145409,0.8503466441,0.7195240835,7.4895915965,23.548060915,64.920695716,0.7195240835,19.459855895,20.47373074,125.03366233,26.916741851,7.4895915965,40.424171237,17.137755443,48.829520758,111.55893858,0.0327056402,26.295334688,21.062432263,27.080270052,18.838448732,60.243789173,11.512385336,0.7195240835,0.817641004,6.3121885507,17.988102088,70.775005305,0.817641004,24.038645517,18.053513368,41,3057.5765988,20490.698333,22192.97115,12090.845383,10147.326583,10766.66965,8480.12675,2306.2510667,56,41,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
151,2014,Grizzlies,122.14068098,28.832583889,5.2827913086,40.321063783,13.047858051,49.07267589,107.3425005,0.0636480881,24.154449417,18.139705096,24.854578385,15.466485397,61.102164533,10.183694089,0.8910732328,0.7001289686,5.8556241011,17.280455907,66.066715401,0.7001289686,19.890027517,16.67579907,121.5042001,27.400501908,6.4602809376,39.27087033,16.67579907,46.494928324,103.364495,0.031824044,23.868033021,19.221722593,25.04552265,12.665969523,51.491303236,9.1653246799,0.6046568365,0.8910732328,9.292620856,27.050437423,61.611349237,0.8910732328,19.826379429,17.503224215,41,3142.2782068,123.68132933,24.22105789,6.5029299394,36.724275842,17.938033794,45.960321263,102.1619718,0.0314151205,25.226341746,21.613602891,28.242193312,12.911614517,48.567776263,9.5187815056,0.7539628915,0.8796233735,10.147083915,27.676721143,59.877219636,0.8796233735,22.273320421,17.875203553,127.10557746,27.833796746,6.5657601804,39.551636685,14.482370541,49.635890359,105.24065361,0.062830241,25.414832469,20.891055119,27.802381625,14.576615903,62.327599033,9.7701024694,1.1309443373,0.5968872891,6.9427416262,18.97473277,65.469111081,0.5968872891,20.576903915,16.838504577,41,3183.1805344,19912.746667,15316.73465,12170.981967,3130.94325,14237.550467,10838.315933,3416.9114,50,56,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
180,2015,Grizzlies,123.126127,28.370929865,4.7593934632,39.187733191,14.710852523,47.377598566,103.34682949,0.0309051524,24.816837344,21.911753022,29.019938065,12.640207315,59.028841005,11.682147592,0.4944824377,0.772628809,6.4591768429,19.346625376,62.181166545,0.772628809,19.377530529,17.02873895,122.87888578,27.320154685,6.6755129095,40.145792914,17.275980168,46.790400671,101.92519248,0.0927154571,25.15679402,18.913953243,25.404035239,12.547491858,50.931691087,9.7969332977,1.1125854849,1.1125854849,10.384131192,28.278214408,62.521123221,1.1125854849,21.695416956,18.759427482,41,3235.7064233,117.18154146,23.559011477,6.3805656084,40.400023588,16.626281537,44.17314652,103.86824591,0.0306757962,26.013075173,18.804263067,25.430235045,14.049514657,47.486132509,8.8039535078,0.7055433125,0.8589222934,10.030985356,29.878225493,63.498898122,0.8589222934,20.859541412,18.129395551,125.09589688,26.350508931,5.9204286655,41.903137601,14.785733766,47.976945248,104.88054719,0.0306757962,23.436308292,22.577385999,28.528490461,13.712080899,60.001857356,9.8776063746,0.4294611467,0.6135159239,6.5646203856,19.01899364,65.676879652,0.6135159239,16.288847779,15.736683448,41,3259.8990868,17422.29,-1816.231083,-1611.598183,-205.7928,-7285.754367,-5258.9855,-2040.932917,55,50,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
210,2016,Grizzlies,120.77702984,25.59249974,4.9839635097,38.251155526,14.49324358,45.803541948,104.72438663,0.122305853,27.457663998,22.076206466,28.680722528,13.331337977,53.325351908,11.038103233,0.7949880445,0.978446824,7.093739474,23.268688533,61.917338081,0.978446824,20.302771598,16.358407839,126.86174602,27.641122778,7.5218099595,41.920331116,18.192995634,44.977977441,97.8446824,0.1528823162,24.828088159,24.919817549,32.472203971,12.169432373,49.350411685,8.8365978792,1.0395997505,1.4370937727,11.985973594,32.961427383,64.027114045,1.4370937727,21.220065495,18.804524899,41,3270.4894344,126.79421025,27.059182576,6.7952676964,40.832550283,18.374647627,44.976749416,99.308418935,0.0914161574,28.034288254,24.49953017,31.84329481,13.163926658,47.109793088,8.7454790532,0.7922733637,1.1274659407,12.341181242,33.732562062,63.930366041,1.1274659407,23.433008334,19.867778198,127.25129103,26.205965107,5.6982738082,37.968177353,16.972933215,46.347991777,104.64102811,0.0914161574,26.967766418,26.266909212,33.092648961,14.626585176,56.799905767,11.061355039,0.7008572064,0.9141615735,8.2883982665,23.158759862,62.863844205,0.9141615735,17.521430159,15.41885854,41,3281.6955853,19534.05,4716.5594,3466.8264167,1270.6402667,8743.2563333,6191.0812333,2537.1695167,42,55,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
240,2017,Grizzlies,126.16055669,26.533047533,4.2053518895,38.78605124,10.498252559,46.137853464,104.10515001,0.0302543301,27.864238059,21.783117701,27.864238059,12.555547008,51.008800617,9.9839289463,0.3933062918,0.6353409329,12.101732056,34.187393059,61.779342147,0.6353409329,17.456748491,14.915384759,127.5825102,26.684319184,5.6575597363,40.96436301,17.33573117,44.594882627,97.903012334,0,25.111094017,25.80694361,33.552052126,11.647917104,48.769980186,8.2594321283,0.7563582535,0.8168669138,12.585801338,34.731971001,63.322312984,0.8168669138,19.846840572,16.670135907,41,3305.3119846,121.47233435,23.275587922,6.8026947662,40.816168597,19.096353918,42.402447197,98.5018,0.0610107154,26.783704057,24.556812945,33.342355962,11.470014494,45.269950821,9.1821126665,0.8236446578,1.1286982348,12.110627005,35.111666708,64.091756519,1.1286982348,20.316568226,17.327043171,124.12630046,26.448145122,6.2535983277,40.846673955,14.917119913,44.507316878,104.11478582,0.0610107154,28.034423723,23.916200434,30.413841623,14.368023475,49.78474376,9.8532305358,0.8236446578,0.9761714463,11.195466274,31.695066646,66.898249427,0.9761714463,19.584439641,16.045818148,41,3278.1126842,18442.55,-10079.89088,-2131.547367,-7921.6574,-11712.3247,-4052.839233,-7691.378283,43,42,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
270,2018,Grizzlies,121.67490506,5.155205343,28.760619282,37.563659985,14.018540845,45.2813943,101.53644208,8.8934829017,0.090442199,20.017873379,25.052489123,11.033948278,-1.236043386,18.178881999,0.7838323913,0.0301473997,11.094243077,30.840789859,58.124186558,0.0301473997,22.399517952,0.6933901923,133.64342272,5.697858537,24.057624934,40.668842151,14.742078437,47.391712276,98.431259912,10.069231489,0.0602947993,26.107648111,34.247446021,11.184685276,-1.236043386,16.641364616,0.90442199,0.0301473997,12.752350059,35.24231021,62.344822511,0.0301473997,20.138462977,0.9647167893,41,3317.0356683,127.26210692,6.9947426692,26.411183527,40.822765405,20.531981714,44.440735752,100.15747908,9.8891189461,0.0904492587,24.783096871,31.958738057,12.391548435,-1.236139868,17.908953213,0.7537438221,0.0602995058,13.597538551,36.420901484,64.098374632,0.0602995058,21.979169853,0.9949418452,123.8853346,6.783694399,28.521666229,39.134379244,18.542098024,45.556276608,103.11215486,9.5876214172,0,21.01437776,27.164927349,12.481997694,-1.236139868,17.45670692,1.0853911038,0.1507487644,11.758403625,34.039071006,62.500437729,0.1507487644,20.441532456,0.6632945635,41,3316.7767704,19070.09,-2032.264317,3042.5685833,-5050.398083,-4397.1238,5077.43735,-9482.667167,22,43,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300,2019,Grizzlies,122.49218141,28.866284121,6.5896769812,38.92574677,11.721460825,44.844792908,99.894837778,0,26.825233729,20.527135375,26.446181513,9.6512525699,52.950678752,9.8261997464,0.7872622942,0.699788706,12.275460217,34.377120181,57.878357556,0.699788706,20.410503924,16.386718865,129.2276477,28.603863357,5.919046138,42.249743123,17.232296885,45.602897339,99.428311974,0.0583157255,24.988288376,24.026078905,30.994808102,11.225777158,52.017627144,9.2138846286,0.7581044315,0.583157255,13.995774119,38.692483868,63.884877283,0.583157255,19.652399493,16.707455355,41,3429.6066506,124.35200874,27.339390354,5.7939709058,41.751529039,21.661881175,44.226340733,99.74946896,0.0291154317,26.23300395,22.185958946,27.95081442,11.529710948,50.078542502,8.9966683913,0.9025783823,1.1646172675,13.713368325,38.199446374,63.238717625,1.1646172675,21.312495995,18.022452214,124.87608651,28.329315032,6.4636258346,39.829910548,17.760413329,45.856804907,101.84578004,0,25.650695316,21.807458334,28.387545895,11.413249221,57.765016467,10.103054795,1.1646172675,0.9025783823,11.355018358,34.618248276,60.618328773,0.9025783823,19.187069482,15.081793614,41,3434.604751,16886.163333,2867.6309,5132.5679,-2252.120333,540.92451667,6107.0569,-5584.003,33,22,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
330,2020,Grizzlies,125.51168053,29.072094819,5.7334034799,40.227303764,17.916885875,47.051300297,102.11066958,0.062319603,24.959001018,18.727040714,24.709722606,11.124049143,60.63697376,8.8805434335,0.7478352365,0.7478352365,12.682039219,36.020730558,61.540608004,0.7478352365,21.001706225,16.483535005,129.34433611,28.386579186,6.7928367316,39.572947932,15.486421356,46.178825854,100.58383931,0.1869588091,22.808974713,23.120572729,29.383692834,11.311007952,52.535425364,8.7870640289,0.6231960304,0.8101548395,13.866111677,37.360602024,60.169576737,0.8101548395,19.350236745,15.798019371,36,3209.2630607,127.04765934,27.65100901,5.1443737692,38.245969272,15.800576577,45.38072575,103.00996047,0.1224850897,22.720984147,21.067435436,27.099826106,12.034160067,49.667703891,9.278245548,0.6736679936,0.6430467212,15.218772401,42.287977234,60.415770516,0.6430467212,19.046431455,16.259895663,128.4256166,31.601153154,6.5529523013,41.399960333,20.761222711,48.871550808,102.79561157,0.1224850897,22.812847965,18.709597458,24.374532859,12.156645157,65.345795378,8.9107902788,0.7349105385,0.8880169006,11.972917522,34.938871849,62.253046862,0.8880169006,19.322022907,16.413002026,37,3265.7036121,17033.688333,9773.3747333,3943.1135667,5796.0956333,8140.0413167,3370.7150167,4776.3519333,34,33,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
360,2021,Grizzlies,131.75701566,30.898213396,5.4951090897,39.784589809,19.84519397,50.052593651,103.65345774,0.0942018701,22.263041969,18.777572775,24.712290592,12.057839374,65.124892869,10.487808205,0.6908137141,0.8164162076,12.874255582,35.514105031,55.170895261,0.8164162076,20.473206437,14.82109423,128.77395644,28.70016976,5.8719165701,38.559965498,15.480507321,47.069534431,100.85880226,0.0942018701,20.755812047,20.567408307,26.564927371,11.492628153,55.327898377,8.8235751669,0.847816831,0.6280124674,14.06747927,38.999574225,53.443860975,0.6280124674,22.953855683,16.359724776,36,3184.6501524,127.28829761,29.184885916,6.0735249989,41.140140388,15.823130918,46.478449202,101.52376525,0.0639318421,21.001610128,19.051688944,23.718713417,10.804481314,52.999497096,8.6627646038,0.671284342,0.5434206578,15.279710261,41.044242624,55.428907096,0.5434206578,19.275450391,15.950994603,126.61701327,30.495488679,6.0415590779,40.820481177,19.563143681,47.661188281,105.67933498,0.0958977631,20.45818947,18.732029734,23.942474864,13.361754998,62.397477884,10.261060656,0.6073524999,0.7671821051,12.562606972,36.02559302,57.954214858,0.7671821051,17.293563286,14.192868945,36,3128.3315708,19772.316667,18490.732267,7091.4712833,11400.761467,21824.92645,8877.51875,12919.228183,38,34,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
390,2022,Grizzlies,130.82882746,28.889381262,7.1733090233,39.397158151,17.204733361,48.840146983,108.4402575,0.0560414767,23.621482448,20.679304919,28.132821326,17.232754099,64.223532349,11.292357564,0.7845806744,0.6164562442,12.469228576,36.847270959,56.62991225,0.6164562442,17.653065174,14.879012076,128.33498174,29.141567907,7.3974749303,37.771955326,14.935053552,46.710570866,102.21965358,0.0560414767,23.565440971,20.791387872,26.731784407,12.245062669,54.976688686,8.2941385582,0.6724977209,0.756559936,14.12245214,39.59330332,50.017017994,0.756559936,20.399097535,16.588277116,41,3568.7853286,123.2008887,27.979994343,6.4462350423,37.732703394,15.226451738,45.512642239,100.61128055,0.2500694628,21.783828764,18.755209714,24.534592855,10.669630415,53.459294058,8.1133647947,0.861350372,0.861350372,13.420394506,39.316476659,48.402333809,0.861350372,21.644901284,16.337871573,133.67602064,30.564045459,7.6965823566,40.761322444,23.312031037,50.791886454,107.50208353,0.0277854959,21.589330293,18.199499796,24.84023331,15.115309754,67.407612986,11.030841861,0.861350372,1.0558488431,13.892747936,37.89941637,55.876632199,1.0558488431,15.254237234,13.670463969,41,3599.0000128,20461.56,16802.200433,9434.3193333,7360.9826333,15811.45515,11271.71915,4532.5596,56,38,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,2009,Hawks,108.02291952,19.925247339,5.5077919474,31.480810837,15.281422756,39.013526294,87.314701755,0.0809969404,22.652144333,21.788176969,29.644880188,11.798554319,28.996904664,8.3426848616,13.904474769,0.9179653246,8.2076899609,22.16616269,53.214989845,0.9179653246,18.03531873,13.904474769,110.83081345,23.894097419,6.02077257,34.639691513,13.256499246,41.848419209,90.25759059,0.0539979603,22.868136174,19.844250399,25.892021949,13.904474769,30.400851631,7.1547297357,15.308421736,1.0259612451,7.2897246363,19.9792453,57.399831766,1.0259612451,15.254423776,15.308421736,41,3703.8436082,104.29488209,22.434890691,3.584110586,32.776828107,14.500600081,39.726172296,89.356528044,0.0273596228,22.81792541,17.783754816,23.009442769,12.038234029,25.772764672,7.2503000403,15.157231028,1.2585426485,7.0587826807,20.683874832,53.214466334,1.2585426485,16.005379334,15.157231028,110.6696742,25.143493347,4.7058551205,34.090090001,19.480051429,41.340390041,88.015906527,0.0273596228,21.094269174,19.972524639,27.003947697,11.84671667,29.165357898,8.0437291013,14.582678949,0.656630947,8.0163694785,22.216013708,55.348516911,0.656630947,16.497852545,14.582678949,41,3655.0211512,18963.448333,23639.751267,1162.6637667,22480.167517,26505.426283,2853.9782167,23625.616083,47,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2010,Hawks,109.64668188,20.836116745,6.1696553478,32.553049927,14.85588064,41.9698923,90.488278434,0.0811796756,21.864392636,18.806624854,25.111579661,11.82517275,47.517170135,7.1979312391,13.069927776,0.6764972969,6.9002724284,19.266643016,53.443286456,0.6764972969,16.750073071,13.069927776,108.75370545,22.757369068,5.3849184834,34.149583548,16.425354369,41.915772516,90.217679515,0.0811796756,20.998476096,18.265427016,24.353902689,12.988748101,48.707805377,6.6567334016,14.531161938,1.2447550263,6.6567334016,19.077223773,55.770437157,1.2447550263,15.694737288,14.531161938,41,3695.5062665,104.73646251,23.357534692,4.2564983494,32.163165653,18.542370935,39.878068911,87.497644195,0.0532062294,21.442110435,18.755195852,25.326165179,11.75857669,45.544532339,6.9168098178,15.908662581,0.9843152433,6.225128836,18.276339788,52.99340445,0.9843152433,14.3124757,15.908662581,114.02094954,27.108573863,4.9215762165,33.200687126,20.324779618,43.363076935,91.966967462,0.1064124587,21.9209665,20.138557816,26.230671078,14.152857012,50.49271167,8.672615387,13.221747998,0.4788560643,7.15623785,19.76611421,55.893143951,0.4788560643,20.058748472,13.221747998,41,3758.9583471,18839.188333,2899.18075,-515.7729333,3475.3714833,1678.8800667,1107.2022667,642.6626,53,47,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,2011,Hawks,105.4603014,22.64119465,4.6040706825,34.50344735,14.218453578,39.649173407,86.312783912,0,21.259973446,19.147517485,24.34740908,9.885210583,39.053352495,6.689443874,15.491343708,0.7854002929,7.0144370986,19.147517485,52.513488549,0.7854002929,16.520488919,15.491343708,106.32695,22.262035888,5.3082226692,34.124288588,15.085102177,40.488739237,88.614819253,0.0541655374,20.637069765,19.147517485,24.861981685,11.103935175,45.119892688,7.5290097043,13.649715435,1.0291452114,6.201954037,18.660027648,53.190557767,1.0291452114,16.574654457,13.649715435,41,3692.3846684,107.68432395,25.448673862,4.1638303844,33.639366527,16.518353433,41.473942118,89.440172401,0.0547872419,20.682183817,18.435906899,23.668088501,11.751863388,45.363836293,7.3962776565,14.299470136,1.2053193218,6.3005328185,18.326332415,54.020220513,1.2053193218,17.449736545,14.299470136,106.72554722,26.462237838,4.6843091824,32.488834447,17.668885513,41.282186772,88.81011912,0.0821808628,21.06569451,17.504523787,22.709311767,10.875267517,43.446282827,6.8484052375,14.956917039,0.7122341447,6.6566498908,19.723407084,51.9109117,0.7122341447,15.28564049,14.956917039,41,3650.4849134,16145.066667,12330.926967,7909.5058,4443.25,16136.376333,7735.5450667,8418.8933167,44,53,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94,2012,Hawks,103.11397719,23.64481538,4.815306503,33.408264428,14.445919509,39.98364848,88.269549552,0.0664180207,19.593316116,14.844427634,20.755631479,10.427629255,41.843353061,9.3981499335,15.707861903,0.5645531762,8.3022525915,22.582127049,52.60307242,0.5645531762,18.19853768,15.707861903,100.9221825,23.213098246,5.3134416585,34.670206822,12.885096022,39.186632232,88.302758563,0,19.825779188,15.973533986,21.353393665,12.187706804,44.101565766,8.2026255604,16.870177266,1.0958973421,6.5753840524,18.995553929,56.090018508,1.0958973421,17.600775494,16.870177266,33,3011.230955,101.42634827,21.368368645,4.9913899278,33.765284806,13.114632359,39.148156296,88.311715912,0.0978703907,21.727226744,16.833707207,22.216578698,11.255094935,43.976428906,8.0579955043,16.018120618,0.6850927352,6.296328471,18.432256923,53.535103735,0.6850927352,17.159941843,16.018120618,106.67872591,25.087443493,5.1545072457,34.580871395,19.998183175,39.963742886,87.757117031,0,19.182596585,18.856361949,24.793832321,11.02673069,44.694145105,8.2537362858,14.615311684,0.6850927352,7.8948781864,21.205251327,54.742171888,0.6850927352,18.986855804,14.615311684,33,3065.2784538,20287.215,11214.877433,10275.920833,888.62486667,8385.7328833,6675.01095,1714.4792167,40,44,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,2013,Hawks,122.74621101,30.337577551,5.9868634635,39.922763096,19.511591288,47.274507349,102.89339953,0.1240800718,23.10991337,17.464270103,23.668273693,11.353326568,51.431189754,10.42272603,0.8995805204,0.558360323,10.732926209,28.972696761,60.240874851,0.558360323,22.272372885,18.208750534,123.08743121,28.104136259,5.8007433559,41.287643886,14.393288327,47.057367224,104.07216021,0,23.016853316,19.573631324,26.056815074,13.865948022,53.044230687,10.825986263,0.8065204666,0.8685605025,9.3990654376,24.753974321,65.07999765,0.8685605025,21.869112652,18.953230965,41,3223.724763,123.71429704,28.204772756,5.0025875509,40.757277716,15.314669865,47.754762143,106.43542102,0.0613814423,24.583267658,18.475814145,23.84669035,14.762236883,50.57830849,10.434845198,0.890030914,0.7672680293,9.7289586113,25.68813362,64.45051446,0.7672680293,20.501401742,17.892690443,125.06468877,31.580752085,5.4015669262,40.08208185,24.951556312,47.877525027,102.10802934,0.0613814423,22.342845013,18.260979097,26.271257323,12.030762699,53.585999165,10.066556544,0.6445051446,0.7672680293,11.048659622,29.677927373,61.84180316,0.7672680293,20.869690397,17.861999722,41,3258.3137894,19801.573333,10244.910833,1388.6778667,8898.7723167,4003.0931,1107.5475667,2858.7975833,44,40,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
152,2014,Hawks,125.63729409,30.144467716,4.9988313299,37.779046475,16.147739993,46.928422606,101.67319965,0.0605918949,24.691197175,19.813549635,25.509187756,10.967132978,51.503110671,10.633877556,0.8179905812,0.5150311067,11.966899244,32.71962325,58.531770481,0.5150311067,23.873206594,18.722895526,129.03044021,29.26588524,5.7259340687,40.233018219,16.511291362,48.7764754,102.88503755,0.0302959475,24.26705391,21.085979428,28.326710869,13.390808775,54.290337837,10.603581609,0.7876946338,0.7271027389,10.391509977,27.023985129,63.257938283,0.7271027389,21.54041864,18.08668063,41,3300.7715026,122.08311737,28.101357641,4.9590631131,40.874702023,14.065706284,46.675303119,103.59933667,0.0601098559,25.306249341,19.385428533,25.787128188,13.224168302,50.792828249,9.6776868025,0.8415379828,0.7513731989,9.3470825949,27.07949009,63.806612055,0.7513731989,21.48927349,17.912737063,124.27712711,31.437454644,4.8388434012,39.612395049,18.183231415,45.443051072,100.14301996,0.030054928,22.901855104,22.180536833,28.251632281,10.549279713,50.131619834,9.8880712982,1.0519224785,0.6010985592,11.210488128,31.136905364,60.290185484,0.6010985592,18.904549686,17.161363864,41,3327.2413808,19979.063333,13837.230433,5872.4819833,7974.5050167,21664.5864,6925.4603,14771.77685,38,44,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
181,2015,Hawks,126.30895549,30.394229924,6.2183803736,39.13029601,17.138462981,46.804687398,102.61844295,0,23.023174164,20.566155577,26.693535262,10.707747668,51.567056757,11.193084673,1.0010075723,0.5156705676,12.133425119,32.092909441,60.394123531,0.5156705676,19.140478126,16.744126665,123.42726703,29.575223728,6.5520495644,41.132311154,14.408442329,45.773346263,103.77111833,0.0303335628,24.479185178,20.687489828,26.784535951,14.863445771,49.989711492,9.1304024023,0.6370048188,0.6370048188,11.193084673,31.971575189,65.641829895,0.6370048188,23.174841978,19.807816507,41,3296.6783581,120.11846457,29.482221343,5.7977590089,39.319908172,13.600062356,45.703610911,104.6680536,0,24.794671506,17.886703325,23.684462334,14.124327798,48.849203565,9.3442605304,1.0176917409,0.6167828733,10.824539426,32.627813997,62.480105064,0.6167828733,22.759288024,18.811877635,130.91216486,34.200610324,5.3968501413,40.738508781,16.221389568,48.664168703,102.26260039,0.0616782873,21.525722278,20.693065399,26.367467833,11.163770007,52.303187655,11.564678874,0.9560134536,0.647622017,12.890762052,33.738023169,61.554930755,0.647622017,20.322995675,16.992368159,41,3242.6321913,20482.845,11059.543033,11616.503183,-553.93645,13709.951417,15220.638133,-1528.263367,60,38,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
