"TeamSeason","team_score1","assists1","blocks1","defensive_rebounds1","fast_break_points1","field_goals_made1","field_goals_attempted1","flagrant_fouls1","fouls1","free_throws_made1","free_throws_attempted1","offensive_rebounds1","points_in_paint1","steals1","team_turnovers1","technical_fouls1","three_point_field_goals_made1","three_point_field_goals_attempted1","total_rebounds1","total_technical_fouls1","turnover_points1","turnovers1","team_score2","assists2","blocks2","defensive_rebounds2","fast_break_points2","field_goals_made2","field_goals_attempted2","flagrant_fouls2","fouls2","free_throws_made2","free_throws_attempted2","offensive_rebounds2","points_in_paint2","steals2","team_turnovers2","technical_fouls2","three_point_field_goals_made2","three_point_field_goals_attempted2","total_rebounds2","total_technical_fouls2","turnover_points2","turnovers2","Games","Wins","Team_Stats","Opponent_Stats","Possessions"
"200376ers",102.907467166103,24.1887761351085,5.6791039621559,31.7609147513163,6.49416054931716,37.6503558972558,83.9245363296372,0.0788764439188319,25.4507992378098,21.2703477101117,27.3438338918617,11.7000058479601,-1.0779780668907,8.9656224587739,18.1152899533584,0.999101622971871,6.3364076614795,17.5631548459266,51.9795765425103,0.999101622971871,17.7209077337642,18.1152899533584,106.088817070829,25.5033835337557,3.81236145607688,32.838892818207,7.33550928445137,39.1227161837406,87.316223418147,0.052584295945888,24.0047310992979,24.5568662067297,31.4979932715869,13.9874227216062,-1.0779780668907,11.4633765162036,15.8804573756582,0.920225179053039,3.286518496618,10.2013534135023,55.5027243708847,0.920225179053039,20.9811340824093,15.8804573756582,41,25,3802.2987012987,3804.53510344828,3803.41690237349
"2003Bucks",107.710433261189,23.611070341654,3.75204296008122,32.3211700704139,4.15404756294707,40.4148627414463,87.7442046521851,0.026800306857723,23.3698675799345,20.7434375078776,28.3279243486132,13.2393515877152,-1.09881258116664,7.23608285158521,16.0801841146338,0.964811046878028,6.13727027041857,16.3213868763533,55.6642373434907,0.964811046878028,17.1789966958004,16.0801841146338,112.159284199571,25.835495810845,4.82405523439014,31.4635602509668,5.46726259897549,41.8888796186211,88.4142123236282,0.080400920573169,24.3078783199548,19.9394283021459,25.8622961177027,11.6313331762518,-1.09881258116664,8.3884960464673,14.2577632483086,1.15241319488209,8.49569727389819,20.7166372010199,51.6977919285477,1.15241319488209,18.5994129592598,14.2577632483086,41,25,3737.16434052758,3725.4367804878,3731.30056050769
"2003Bulls",102.690619505835,25.0287245919974,4.76118149723027,32.1314707599966,4.55304241538413,37.3609651913807,89.0314922596829,0.052034770461533,23.5457336338437,22.4790208393822,29.5817670073815,14.2835444916908,-1.06671279446143,9.470328223999,15.2461877452292,0.96264325353836,5.48966828369173,17.717839342152,55.9894130166095,0.96264325353836,18.7064999809211,15.2461877452292,103.52317583322,24.8726202806128,6.19213768492242,34.4730354307656,5.4376335132302,39.6504950916881,86.4817885070678,0.0780521556922995,25.8352635341511,19.4610041526133,26.7198546319972,12.7745361483063,-1.06671279446143,7.83123295446071,17.1714742523059,0.910608483076827,4.76118149723027,12.592414451691,56.8740041144555,0.910608483076827,16.2088309987675,17.1714742523059,41,27,3840.26212379936,3846.90544611819,3843.58378495878
"2003Cavaliers",105.104828761405,24.3878263449323,6.49654570710671,31.5804305206576,6.4192058772602,38.3605556038682,87.8064868190693,0.0257799432821695,21.9902916196906,22.5832303151805,28.7704167029012,11.9103337963623,-1.05697767456895,9.84793833378875,14.5398880111436,0.953857901440271,5.80048723848814,16.7054032468458,53.8285215731699,0.953857901440271,19.4896371213201,14.5398880111436,100.283979367639,23.5113082733386,7.99178241747254,33.4881463235382,6.85746491305709,38.334775660586,89.739982565232,0.128899716410847,23.6659879330316,19.4896371213201,25.7799432821695,15.519525855866,-1.05697767456895,7.81132281449736,18.097520184083,0.928077958158102,4.12479092514712,11.9103337963623,59.5001090952472,0.928077958158102,16.6538433602815,18.097520184083,41,14,3877.98766609881,3879.98130268199,3878.9844843904
"2003Celtics",98.1587262373725,23.412791806483,4.53407406444913,35.5566860843643,3.89771279224575,36.8028935757626,86.2004373305505,0.0265150530084745,23.0946111703813,18.5340220529237,25.2953605700846,12.0908641718644,-1.08711717334745,8.88254275783895,18.0302360457626,0.742421484237285,6.0189170329237,18.9052327950423,57.9353908235167,0.742421484237285,18.7991725830084,18.0302360457626,101.526137969449,22.8294606402965,4.10983321631354,33.9922979568643,3.47347194411016,36.7763785227541,87.0224039738132,0.0795451590254234,21.9809789440253,17.8711457277118,24.8446046689406,11.7461684827542,-1.08711717334745,10.1022351962288,15.9090318050847,1.69696339254237,10.1022351962288,28.8483776732202,55.4429758407201,1.69696339254237,21.7423434669491,15.9090318050847,41,25,3789.5879401611,3753.29722533632,3771.44258274871
"2003Clippers",105.542305146312,23.6088532101563,4.88274009573688,33.1865357056402,3.24621731639649,40.0277374881287,90.9745695859546,0.0536564845685371,24.6283264169585,19.5577886252318,25.674627866045,14.0579989569567,-1.09995793365501,8.42406807726032,15.1311286483275,1.15361441822355,5.92904154482335,16.2579148242667,57.2246407923448,1.15361441822355,18.7529413567037,15.1311286483275,102.537542010474,22.1064716422373,6.94851475162555,33.4548181284829,4.66811415746273,37.5863674402602,86.0918294902178,0.0268282422842685,23.6625096947249,21.8918457039631,29.2964405744213,12.7702433273118,-1.09995793365501,7.1631406898997,16.3652277934038,1.50238156791904,5.47296142599078,16.0701171282769,55.74908746671,1.50238156791904,17.1164185773633,16.3652277934038,41,16,3736.59654432524,3718.23399883246,3727.41527157885
"2003Grizzlies",105.776387829031,23.983881409846,5.07499961089114,32.1502513420921,5.38413664302664,40.7288039838523,90.5513889963572,0.0772842580338753,23.777790055089,18.6770290248532,24.4733483773938,14.7870547038148,-1.05621819312963,9.40291806078816,16.1781713484246,0.953172515751128,5.64175083647289,15.6629429615321,55.3355287522547,0.953172515751128,17.8526636058252,16.1781713484246,107.296311570363,26.2766477315176,6.9813446423934,32.8715710837416,7.2904816745289,40.3681441130275,86.4810847399064,0.0257614193446251,22.2063434750668,19.3983487665027,26.3024091508622,12.1336285113184,-1.05621819312963,8.70735973848328,16.5388312192493,0.798603999683378,7.16167457780578,17.7496179284467,53.3003766240293,0.798603999683378,18.2133234766499,16.5388312192493,41,20,3880.93290810811,3882.61448516579,3881.77369663695
"2003Hawks",104.211164260085,21.0543675375337,4.08359269619671,30.97166408544,5.40943448067616,39.2714336562814,91.2709484435655,0.026516835689589,22.8044786930466,20.1262782883981,26.7289703751058,14.2130239296197,-1.08719026327315,9.65212819101041,14.6638101363427,1.00763975620438,5.54201865912411,16.0957192635805,55.234568741414,1.00763975620438,20.2058287954669,14.6638101363427,105.404421866116,23.6265005994238,5.88673752308877,34.3127853823282,6.0458385372263,38.6615464354208,84.5621890140994,0.026516835689589,23.9977362990781,22.6188608432195,28.3730141878603,12.065160238763,-1.08719026327315,8.19370222808301,17.5276283908184,0.848538742066849,5.46246815205534,15.2471805215137,55.0224340558973,0.848538742066849,16.3608876204764,17.5276283908184,41,26,3783.6247431694,3758.7533271719,3771.18903517065
"2003Heat",101.088783658607,18.3498118162906,5.63130452446044,34.9415578298228,3.98311783437446,37.2490191959432,84.4970376450747,0.109879112672399,22.607627432346,21.1791989676049,28.5136297384875,11.4548974960976,-1.12626090489209,8.26840322859801,17.2235509113985,0.988912014051589,5.41154629911564,15.0809082142867,55.7636496812424,0.988912014051589,15.6303037776487,17.2235509113985,99.468066746689,20.5748638479067,4.61492273224075,33.5405991432497,4.80721117941745,38.5950383261801,90.2656910603756,0.164818669008598,24.9150887984664,17.3334300240709,22.4977483196737,12.4438095101492,-1.12626090489209,8.46069167577471,14.9984988797824,1.26360979573259,4.94456007025795,15.712713112153,55.65377056857,1.26360979573259,17.9927047001053,14.9984988797824,41,16,3649.67326007326,3631.05535652174,3640.3643082975
"2003Hornets",100.390316779963,21.8833748156962,4.87487664192988,30.5617266397912,5.70521277324761,38.1686770041213,88.1227700656555,0.107140145976481,23.4904770053434,19.606646713696,25.5529248153907,12.3211167872953,-1.09818649625893,8.81227700656555,16.3388722614133,0.669625912353006,4.44631605802396,14.0889291959072,52.6325967109462,0.669625912353006,17.6513390496252,16.3388722614133,106.899080648034,27.401092333485,5.73199780974173,34.311631748968,5.43736240830641,40.5793302885921,89.6227321093263,0.133925182470601,23.4101218958611,20.0352072976019,25.8207751803319,14.6246299257896,-1.09818649625893,9.58904306489504,16.4727974438839,0.937476277294208,5.70521277324761,15.0531905096956,58.0967441557468,0.937476277294208,19.3655813852489,16.4727974438839,41,29,3754.34382538771,3712.51178423237,3733.42780481004
