"","team_season","MP","new_LA_RAPM","new_LA_RAPM__Def","new_LA_RAPM__Off","new_RAPM","new_RAPM__Def","new_RAPM__Off"
"204","2015-16 - PHX",19377.665,-13195.8420333333,-2551.38815,-10689.2157166667,-16068.2146333333,-6313.11215,-9733.29673333332
"205","2015-16 - POR",20150.0866666667,5038.12965000002,-642.256266666655,5642.90143333334,8283.91323333334,-2529.66333333333,10828.5055166667
"206","2015-16 - SAC",19805,-2164.95913333333,-2620.8547,454.547950000004,-2692.84851666667,-4426.3481,1683.4246
"207","2015-16 - SAS",21055.9666666667,27484.7442166667,19376.23005,8148.94873333334,34673.1748166667,23422.4865833333,11316.6837166667
"208","2015-16 - TOR",19958.98,17075.62335,5754.78016666666,11338.4818,20068.7518833333,3230.07015,16903.5702333333
"209","2015-16 - UTA",20099.6966666667,8978.70001666667,6451.10501666667,2522.53813333334,9872.92916666667,7749.20096666667,2118.8822
"210","2015-16 - WAS",21348.37,7548.1476,9126.94021666667,-1557.24455,5623.2322,4549.47038333334,1043.88908333333
"211","2016-17 - ATL",21149.3616666667,3361.0384,9560.3348,-6206.59563333333,2384.6672,10421.6422,-7954.96156666667
"212","2016-17 - BKN",18570.1466666667,-10971.4777,-2025.01863333334,-8969.58728333333,-11761.85655,-2744.52763333333,-9033.41353333332
"213","2016-17 - BOS",19755,4325.03956666666,-3752.22438333334,8116.81026666667,13365.62655,779.462033333322,12588.36555
"214","2016-17 - CHA",18934.92,9725.34653333333,3395.76773333333,6332.62701666666,9077.92241666666,1246.8152,7814.13809999999
"215","2016-17 - CHI",18886.3333333334,1531.32181666667,2369.07,-818.254166666667,5639.22460000001,6666.85550000001,-1000.67843333333
"216","2016-17 - CLE",21789.9766666667,18028.78575,-1816.72403333334,19797.0022333333,13878.60665,-4531.80691666668,18377.6345666667
"217","2016-17 - DAL",18659.8766666667,-603.321633333335,6243.1517,-6826.59535,-1430.68088333333,2927.54431666667,-4354.1114
"218","2016-17 - DEN",21088.3866666667,9003.03814999999,-6899.67011666667,15807.4294,8409.32699999999,-11106.5990833333,19518.4161666667
"219","2016-17 - DET",19805,2066.29251666666,5431.20278333333,-3389.50225,-49.7054333333368,4071.13138333333,-4098.91973333333
"220","2016-17 - GSW",21100.4616666667,36006.1591666667,7782.50811666667,28188.5516666667,40110.5452333333,14941.1900333333,25133.2325833333
"221","2016-17 - HOU",20269.3183333333,21793.55735,-5427.15084999999,27255.6521,22789.70115,-1797.65159999999,24570.93385
"222","2016-17 - IND",20084.8183333333,-529.977116666664,1377.59623333334,-1886.69631666667,4841.39031666667,1393.05185,3446.21766666667
"223","2016-17 - LAC",19755,11631.1427,2290.84485000001,9283.35633333334,18880.3127166667,3326.61175,15617.9729833333
"224","2016-17 - LAL",19129.66,-15516.6756166667,-8037.42078333334,-7501.20241666667,-14979.6424166667,-9189.39698333334,-5788.64213333333
"225","2016-17 - MEM",19534.05,4716.5594,3466.82641666666,1270.64026666667,8743.25633333333,6191.08123333332,2537.16951666667
"226","2016-17 - MIA",19402.9133333333,4267.55875000001,2210.82436666667,2062.98733333334,8622.10503333334,5257.33541666667,3354.29736666667
"227","2016-17 - MIL",21354.0333333333,1789.37411666667,-865.245266666665,2690.51798333333,2215.56491666665,-2656.24430000001,4817.44991666666
"228","2016-17 - MIN",20158.005,2640.29435,-7426.94931666666,10096.2832833333,1026.59635,-8938.27066666666,9994.6295
"229","2016-17 - NOP",18015.8883333333,2056.92823333334,3706.63126666667,-1626.4834,5324.2578,7211.58356666667,-1905.76965
"230","2016-17 - NYK",18500.91,-8414.12943333333,-9890.69161666666,1439.35605,-8119.27558333333,-8387.63076666667,213.430816666668
"231","2016-17 - OKC",20677.8666666667,9387.08516666665,5230.87954999998,4151.41271666667,10032.7452833333,5848.34498333331,4178.50045
"232","2016-17 - ORL",19444.3616666667,-5438.28553333333,-3515.50911666667,-1964.90264999999,-13177.1200666667,-6621.87568333334,-6551.34746666666
"233","2016-17 - PHI",17852.345,-13062.57935,-1801.26736666666,-11253.7023833333,-14579.85745,-847.381066666659,-13731.42475
"234","2016-17 - PHX",18203.115,-5495.36725,-4732.22861666666,-758.810016666672,-12852.1719,-9781.76143333333,-3059.81605000001
"235","2016-17 - POR",19221.605,4533.31235,-360.872099999998,4876.8426,2142.44053333333,-3507.65503333333,5684.97995
"236","2016-17 - SAC",18980.45,-15040.5511666667,-5167.4814,-9893.24486666666,-11138.5845833333,-6480.55021666666,-4603.83438333333
"237","2016-17 - SAS",19805,21350.6694833333,12283.78985,9059.31071666667,26036.9620166667,14907.5659333333,11138.5943833333
"238","2016-17 - TOR",21910.065,15165.9909833333,3765.8602,11423.7236333333,16807.5237666667,3598.4432,13260.4884666667
"239","2016-17 - UTA",19755,15645.51105,9287.32648333335,6358.5144,18131.4171833333,10691.55145,7420.76625
"240","2016-17 - WAS",22606.1316666667,7250.78094999999,-2313.3027,9572.69798333332,8965.26319999998,-3729.36816666667,12671.2643
"241","2017-18 - ATL",16831.0433333333,-9973.66213333334,-2238.2108,-7738.38435,-11462.2049,-4603.11415,-6895.61971666667
"242","2017-18 - BKN",19755.885,-6454.67389999999,-5294.41443333333,-1179.137,-6496.93503333332,-5153.98948333333,-1321.14838333333
"243","2017-18 - BOS",20343.7683333333,4885.92803333334,8117.25943333333,-3245.34361666666,15475.50555,14736.7009333333,693.050083333343
"244","2017-18 - CHA",20012.66,4365.75608333333,2321.8784,2056.43895,5053.9767,-2372.63984999999,7424.77148333332
"245","2017-18 - CHI",20128.935,-14186.3958,-4427.13358333333,-9760.42158333334,-17972.7963,-7269.95354999999,-10699.8877
"246","2017-18 - CLE",20265.2933333333,5783.83306666667,-6025.14011666667,11813.9537,5586.6499,-8527.88056666667,14122.0559666667
"247","2017-18 - DAL",20108.5416666667,-7881.04091666666,-2752.45571666666,-5171.84461666666,-7005.97519999999,-1736.45855,-5293.55783333333
"248","2017-18 - DEN",19935.1,6966.3011,-4840.52285,11826.63715,13030.88785,-4685.02268333333,17755.3074
"249","2017-18 - DET",20443.5633333333,-6180.15138333333,1256.918,-7444.02401666667,2422.91973333333,4048.2529,-1628.67341666667
"250","2017-18 - GSW",19730,18289.1676666667,4112.43941666666,14194.81525,22078.7590833333,4567.06001666667,17516.1401833333
"251","2017-18 - HOU",20619.5,25144.538,3105.47388333334,22061.9634666667,31206.1750666667,7272.91350000001,23946.3051166667
"252","2017-18 - IND",20643.9033333333,2308.8677,1642.89441666667,734.652916666661,8608.95601666667,3303.65941666667,5293.52716666666
"253","2017-18 - LAC",21074.22,-881.638600000005,-5804.8432,4900.75378333333,1413.82466666666,-6461.93216666667,7882.96673333333
"254","2017-18 - LAL",18078.9716666667,-2885.34178333333,-3554.70303333333,620.453183333331,-1890.16533333334,-1026.51375,-916.540000000006
"255","2017-18 - MEM",18442.55,-10079.8908833333,-2131.54736666666,-7921.6574,-11712.3247,-4052.83923333333,-7691.37828333334
"256","2017-18 - MIA",21522.2883333333,4137.14951666667,6320.9961,-2222.53563333333,6417.11378333334,7554.56035,-1171.46103333333
"257","2017-18 - MIL",19873.5116666667,10819.2896166667,2750.31788333333,8026.17483333333,4800.43849999999,-3479.33383333333,8283.4688
"258","2017-18 - MIN",19811.3416666667,15558.2119666667,-4384.59409999999,19946.8697666667,14788.41325,-4594.67313333332,19327.1736833333
"259","2017-18 - NOP",19586.88,11478.4534666667,4104.72746666666,7369.25586666667,13909.7827,6170.32975,7761.62833333333
"260","2017-18 - NYK",19026.8833333333,-5380.83506666666,-4829.12775,-568.084183333323,-8553.78174999999,-6787.58151666667,-1747.99511666666
"261","2017-18 - OKC",20524.1016666667,14892.3308,3122.71319999999,11801.4752,13134.24815,2941.10166666666,10217.3819
"262","2017-18 - ORL",18649.6116666667,-11389.5917666667,-4591.4068,-6800.44745,-9539.08058333334,-2850.26248333334,-6706.22525
"263","2017-18 - PHI",21648.4066666667,12831.84995,7406.3615,5471.72235,19401.48605,13118.43375,6301.75473333333
"264","2017-18 - PHX",19716.965,-15323.9844,-9600.58905,-5723.39535,-25381.0503833333,-14038.4638166667,-11352.04
"265","2017-18 - POR",19396.4966666667,10526.7726,7570.93143333334,2983.1917,12788.3021833333,7956.4941,4845.48356666667
"266","2017-18 - SAC",18475.1416666667,-15753.0520666667,-2297.24401666667,-13510.1100666667,-17562.4927,-6336.41758333334,-11294.8758333333
"267","2017-18 - SAS",19730,14210.1845666667,8231.98878333333,5983.43913333333,12561.8106166667,12301.0212333333,301.365816666657
"268","2017-18 - TOR",20135.7433333333,24514.46055,5729.33166666667,18762.3965833333,25995.22015,6737.93808333333,19260.50345
"269","2017-18 - UTA",19316.61,18451.78405,16642.0398166667,1865.94435,20270.4669833333,17058.13785,3253.63151666667
"270","2017-18 - WAS",20022.0833333333,1243.85823333334,-692.625249999994,1971.39141666667,6421.88251666668,1926.70811666667,4488.89993333334
"271","2018-19 - ATL",18547.5666666667,-14005.4241166667,-11010.6083333333,-2977.42201666666,-12790.4794166667,-10970.3295,-1811.23898333332
"272","2018-19 - BKN",19826.6166666667,-226.718683333335,-1209.17896666666,935.07863333333,3488.122,2009.82338333334,1496.8163
"273","2018-19 - BOS",19775.1833333333,11417.2190166667,6214.06181666667,5197.93468333334,17107.0771333333,8962.51516666667,8128.78778333333
"274","2018-19 - CHA",21034.31,1040.22781666666,-3599.36056666667,4688.99141666666,-442.74481666667,-6345.36201666666,5931.53651666666
"275","2018-19 - CHI",18240.6616666667,-11644.8898666667,-4976.58598333333,-6656.08185,-13777.53765,-6969.92848333333,-6826.7138
"276","2018-19 - CLE",18296.21,-18120.6962166667,-12040.37445,-6061.04038333333,-25588.97545,-20921.4924166667,-4686.40766666667
"277","2018-19 - DAL",17852.325,1516.2019,-4844.58266666667,6317.17216666666,-795.804849999999,-3257.26501666667,2434.61396666667
"278","2018-19 - DEN",19730,9887.23866666667,-1829.76701666666,11681.4431666667,17146.74625,6071.01699999999,11073.4855666667
"279","2018-19 - DET",18876.89,601.530249999994,1782.74116666666,-1165.85525,7882.68765,3435.20626666667,4444.85551666667
"280","2018-19 - GSW",19805,23695.0206666667,6647.8996,17016.7019,25879.5332166667,4796.86033333333,21054.9423166667
"281","2018-19 - HOU",20483.9083333333,14376.2166,-3044.32103333334,17451.2313,22669.4656,1341.66678333333,21324.5808333333
"282","2018-19 - IND",21070.6166666667,10735.1465166667,13817.28745,-3061.71958333333,13476.1299166667,11551.6344,1945.86146666666
"283","2018-19 - LAC",21893.3483333333,-488.917149999996,1052.14708333335,-1522.06091666668,4104.43808333334,-3505.97033333332,7661.39713333333
"284","2018-19 - LAL",21328.9483333333,-883.398899999987,396.602833333339,-1238.74748333333,-2476.26773333332,1193.75625,-3667.99909999999
"285","2018-19 - MEM",19070.09,-2032.26431666667,3042.56858333333,-5050.39808333334,-4397.12380000001,5077.43735,-9482.66716666667
"286","2018-19 - MIA",16821.53,4658.76656666666,6778.51575,-2142.0216,6869.67038333333,9494.01766666667,-2614.44211666667
"287","2018-19 - MIL",22083.1633333333,29657.2998833333,18049.9684666667,11656.6009833333,29606.2559666667,14325.85795,15311.34825
"288","2018-19 - MIN",20181.375,6642.98646666667,283.476350000005,6282.54653333334,1598.16156666666,-4904.84576666667,6556.50454999999
"289","2018-19 - NOP",18884.4383333333,3525.84408333332,-1720.38751666667,5225.36119999999,1509.92138333333,-1915.52503333333,3440.19079999999
"290","2018-19 - NYK",18644.9483333333,-22119.3110166666,-5580.15548333333,-16521.6555,-20006.0239166667,-5706.0371,-14315.83945
"291","2018-19 - OKC",20679.0566666667,15314.3675833333,8621.7302,6631.60108333333,16469.2476833333,11251.2886833333,5186.57359999999
"292","2018-19 - ORL",19506.3116666667,1910.18758333334,4510.45603333333,-2586.71784999999,6961.69038333334,7321.73656666667,-397.718116666657
"293","2018-19 - PHI",20912.7783333333,7211.75851666667,-33.3232499999948,7246.21193333333,10136.3699,3581.91291666668,6554.0066
"294","2018-19 - PHX",19917.7566666667,-13595.9495333333,-8583.6168,-5001.69988333334,-21327.9375166667,-12141.5369833333,-9210.57168333334
"295","2018-19 - POR",21511.975,18688.4983166667,2608.05758333334,16056.1405833333,19193.20475,2215.79931666667,17012.2047833333
"296","2018-19 - SAC",20595.5883333333,-6936.66113333333,-5447.22883333333,-1402.07455,2018.18109999999,-340.401283333338,2338.03963333333
"297","2018-19 - SAS",19474.8716666667,3965.34611666665,-387.785166666674,4336.33149999999,11005.7751166666,-1158.14293333334,12175.8350333333
"298","2018-19 - TOR",20283.465,18594.35205,9302.95868333332,9236.58636666666,27865.4060833333,12560.1458166667,15263.4394
"299","2018-19 - UTA",19736.9333333333,22547.9931666667,15452.0717666667,7126.95815000001,22876.8307666667,17820.8231,5003.83230000001
"300","2018-19 - WAS",19383.3966666667,-1151.95943333334,-6066.10018333334,4929.42323333334,-7931.83586666667,-11171.1944,3232.40991666667
"301","2019-20 - ATL",17901.7,-12309.9617333333,-11179.1369,-1122.61136666667,-15734.1121833333,-11044.9968833333,-4668.45776666667
"302","2019-20 - BKN",17531.9083333333,3400.52771666666,115.885566666668,3285.39629999999,856.359799999996,1589.47995,-678.054283333342
"303","2019-20 - BOS",17430,12229.9919333333,4942.72738333333,7310.00001666667,20066.82455,9541.85253333333,10507.3853166667
"304","2019-20 - CHA",14782.735,-19259.11185,-11130.7402333333,-8139.52801666666,-16376.1763833333,-8249.96218333333,-8114.30071666666
"305","2019-20 - CHI",15675,-6252.02218333333,-1104.43438333333,-5102.82873333334,-7634.4468,1317.49818333334,-8930.21655
"306","2019-20 - CLE",16364.5316666667,-16193.3575666667,-9807.73328333333,-6426.09785,-18393.61285,-11847.81435,-6545.88015
"307","2019-20 - DAL",19423.5816666667,12215.94205,-3283.16183333332,15533.6980833333,18066.3876333333,54.3113333333288,18055.3257166666
"308","2019-20 - DEN",17987.9133333333,7796.79123333334,-1223.10861666667,9065.02190000001,7403.88145,1099.09961666666,6314.45083333334
"309","2019-20 - DET",14479.7366666667,-7547.98328333335,-6503.32395,-1093.08286666668,-5373.11146666668,-5985.07453333334,595.183233333321
"310","2019-20 - GSW",11068.8016666667,-5313.23643333334,1703.52926666667,-7021.01968333334,-10501.6529666667,-5287.40573333333,-5220.94660000001
"311","2019-20 - HOU",18448.6866666667,14558.7747,-627.369300000001,15189.1692666667,13628.7468833333,3409.72273333333,10217.1278833333
"312","2019-20 - IND",17620,6001.54923333333,4368.7515,1594.70451666667,7433.86638333334,5700.99373333334,1766.76055
"313","2019-20 - LAC",17309.4683333333,20112.6522666667,6965.22803333333,13144.3413666667,23170.3720166667,9293.04551666667,13880.0973666667
"314","2019-20 - LAL",17659.6383333333,17197.9432666667,8718.47110000001,8455.50710000001,17710.2276666667,11524.3125666667,6195.41018333334
"315","2019-20 - MEM",16886.1633333333,2867.63090000001,5132.56790000001,-2252.12033333334,540.924516666666,6107.0569,-5584.00300000001
"316","2019-20 - MIA",19292.3216666667,5092.50253333334,-2831.53929999999,7951.75066666666,10190.0104333333,286.929866666672,9884.31031666666
"317","2019-20 - MIL",18311.9416666667,32804.2529166667,23450.1580166667,9350.61156666668,27252.8981666667,20031.9968,7229.35600000001
"318","2019-20 - MIN",12846.15,-7970.36358333333,-4852.25015,-3106.74591666667,-6752.50014999999,-5200.68585,-1542.53708333333
"319","2019-20 - NOP",17430,-2211.35271666667,-2790.97926666667,512.51288333334,589.147500000007,-2887.70156666667,3500.70906666667
"320","2019-20 - NYK",16091.79,-9385.86755000001,-2126.98075,-7234.97620000001,-14215.3063333333,-4604.87155000001,-9617.56483333334
"321","2019-20 - OKC",17405.7583333333,3651.27783333332,923.257533333336,2709.47586666665,10149.5143333333,5131.42100000001,5025.53803333332
"322","2019-20 - ORL",18558.0816666667,2963.30826666666,2824.178,149.226933333331,1733.11381666667,1837.95098333333,-119.325016666667
"323","2019-20 - PHI",19562.2766666667,2658.16761666665,2397.95529999999,249.532549999994,6334.54193333333,3953.95926666666,2370.4884
"324","2019-20 - PHX",17086.1033333333,5533.84238333333,-33.5527666666702,5610.31416666667,5253.18678333333,-1398.20838333334,6618.84171666666
"325","2019-20 - POR",16477.8783333333,5146.19841666665,-3435.54275000001,8590.35631666667,2049.17426666665,-10497.8401833334,12554.6343166667
"326","2019-20 - SAC",18651.495,1372.5769,-3720.65635,5097.08605,-1064.29318333334,-2183.67948333333,1063.13048333333
"327","2019-20 - SAS",17080.0333333333,4468.74041666666,-1641.97683333333,6118.01395,630.5559,-5093.59466666666,5723.45948333333
"328","2019-20 - TOR",17397.495,9294.14158333334,8123.83421666668,1170.02501666667,18415.2718833333,14580.5403833333,3846.17651666667
"329","2019-20 - UTA",17384.2016666667,9554.1848,1725.61983333333,7827.52891666666,13305.6524166667,3703.04333333334,9579.61931666667
"330","2019-20 - WAS",17924.6083333333,-7510.77075,-7035.86375,-505.551016666663,-10837.0311666667,-12462.2309166667,1648.76865000001
"331","2020-21 - ATL",17921.145,1974.50951666667,-6250.36636666667,8238.51845000001,10878.6341,-1574.40548333333,12410.0081
"332","2020-21 - BKN",17934.4683333333,10257.4680166667,-4418.18803333334,14644.33445,14613.8642333333,-4232.13036666667,18840.5676166667
"333","2020-21 - BOS",16570.9183333333,1277.30966666666,1853.57883333333,-596.25548333334,4647.77679999999,-1074.4621,5720.29443333332
"334","2020-21 - CHA",17980.14,-6687.4868,-2789.23778333334,-3915.8977,-1619.51581666667,-580.726666666675,-1025.30133333333
"335","2020-21 - CHI",19033.4616666667,-6761.64648333333,-3425.92706666667,-3303.16475,-1009.80325,-1074.15333333333,64.6414166666671
"336","2020-21 - CLE",17037.9266666666,-8157.33571666666,-1934.12535,-6256.50311666666,-17274.1979833333,-5364.26831666666,-11861.0153333333
"337","2020-21 - DAL",17331.2566666667,5477.61458333333,-3816.76488333333,9296.61276666666,10822.2067166667,-2732.03353333333,13565.85965
"338","2020-21 - DEN",18125.6666666667,15627.99645,785.138300000001,14847.6839333333,18677.14565,691.700516666664,17999.4549166667
"339","2020-21 - DET",16524.8916666667,-13855.2085,-5713.96856666667,-8150.98246666667,-11614.2075833333,-2872.20236666667,-8753.41491666667
"340","2020-21 - GSW",16747.06,7359.8457,7430.84788333333,-32.3913166666696,9557.77295,6968.11115000001,2600.4518
"341","2020-21 - HOU",15982.855,-2446.47399999998,-2096.33044999999,-359.089899999989,-11077.6679833333,-6080.62103333333,-4976.99428333333
"342","2020-21 - IND",17489.1633333333,1890.87948333334,762.414850000001,1105.13813333333,3378.8731,308.846399999996,3082.08471666667
"343","2020-21 - LAC",17216.6733333333,8706.89605000002,4433.96066666668,4262.88418333334,22841.2425166667,5708.64515000002,17193.55215
"344","2020-21 - LAL",18540.26,6004.37990000001,9124.84934999999,-3132.06758333332,9266.97678333334,12683.90435,-3411.94596666665
"345","2020-21 - MEM",17033.6883333333,9773.37473333332,3943.11356666667,5796.09563333332,8140.04131666665,3370.71501666667,4776.35193333332
"346","2020-21 - MIA",17213.835,5094.96191666666,2256.33403333333,2810.16495,4100.86386666667,3825.80595,260.700033333333
"347","2020-21 - MIL",18522.1933333333,18079.6471,11148.7012833333,6945.76238333333,16906.0941333333,1778.09198333333,15120.7793333333
"348","2020-21 - MIN",17405,-393.337250000008,-1176.38351666668,713.315100000003,-9376.0206,-7622.91743333334,-1744.01983333333
"349","2020-21 - NOP",17330.42,8670.45185,-1135.25481666667,9790.35451666666,1553.39488333333,-5616.44771666667,7143.60978333333
"350","2020-21 - NYK",17326.1233333333,-8485.93626666667,477.953983333331,-8948.21316666666,9863.50220000001,10794.7682666667,-931.266066666665
"351","2020-21 - OKC",16270.5466666667,-15902.2507333333,-4353.56986666666,-11577.8859333333,-18265.2596833334,-4078.53223333333,-14226.1329833334
"352","2020-21 - ORL",15023.2733333333,-11284.7574,-2559.44895,-8751.9329,-19093.12365,-3994.9112,-15103.5142833333
"353","2020-21 - PHI",18451.46,13077.6502333333,10088.7810333333,2979.87138333333,15711.6369,10781.6067166667,4952.96521666666
"354","2020-21 - PHX",17587.4783333333,12631.3954166667,1171.04503333333,11448.38495,19111.7421166666,3501.47473333333,15589.3047333333
"355","2020-21 - POR",16593.985,6563.44221666667,-4981.18476666667,11583.4689833333,10716.4734166667,-8188.61963333334,18913.1366666667
"356","2020-21 - SAC",17616.2683333333,919.932466666655,-7576.96056666667,8461.80759999999,-3655.56246666668,-9728.9421,6125.87906666666
"357","2020-21 - SAS",17793.7516666667,3980.39903333333,1376.96075,2603.69344999999,-780.150333333334,-823.432566666659,56.0308833333254
"358","2020-21 - TOR",18206.4383333333,1068.97805,2641.78920000001,-1606.13796666667,330.925783333332,-1798.81851666666,2078.67393333333
"359","2020-21 - UTA",17491.495,17145.14555,6868.43736666668,10219.27345,32742.50855,14276.3752166667,18488.0878333333
"360","2020-21 - WAS",17191.84,6026.25794999999,3309.02623333334,2743.02949999999,417.773233333325,319.064366666673,67.1115666666517
"361","2021-22 - ATL",18924.4866666667,10232.0029166667,-2072.63903333333,12254.59295,12462.1369666667,-5292.2462,17790.7069833333
"362","2021-22 - BKN",18840.9233333333,4744.04686666668,-3206.99821666667,7970.34585000001,8106.48005000001,-1083.68611666666,9163.38291666668
"363","2021-22 - BOS",19118.5516666667,21083.3052666667,12726.6539,8359.25493333334,32052.4168333334,19510.3251333333,12541.7558833333
"364","2021-22 - CHA",20583.2383333333,7126.50448333332,-2141.80035,9244.51009999999,11880.21815,-1671.2943,13507.5690666667
"365","2021-22 - CHI",20173.025,2939.46061666667,-530.892299999998,3465.41811666667,5235.67451666667,-3987.38306666666,9223.90873333333
"366","2021-22 - CLE",20366.07,9689.58921666667,6031.14063333334,3691.8419,9636.40476666667,5383.16613333334,4261.35271666666
"367","2021-22 - DAL",20192.1416666667,7501.3784,55.154250000003,7450.89135,15668.3152,6736.34591666667,8938.59238333332
"368","2021-22 - DEN",20718.34,8253.15268333334,-3274.46838333332,11567.7554666667,13172.7227166667,1364.37605000001,11805.1238666667
"369","2021-22 - DET",18958.4283333333,-11466.4899166667,-450.538350000007,-11013.24175,-16111.1416333333,-2783.46845000001,-13339.0042
"370","2021-22 - GSW",19702.2666666667,15745.9436333333,10541.0361666667,5195.41718333334,21838.0002833333,15656.9035,6187.16798333334
"371","2021-22 - HOU",19237.4066666667,-24041.8471166667,-14042.0042666667,-9939.91714999999,-22598.7927333333,-13838.2683,-8706.31356666666
"372","2021-22 - IND",17958.6183333333,621.11974999999,-6229.18021666667,6762.1264,-3534.87801666667,-8695.56361666667,5152.72828333333
"373","2021-22 - LAC",20843.5216666667,-1701.21306666667,4588.06361666667,-6332.0401,3387.89353333332,3411.99869999999,-14.078550000005
"374","2021-22 - LAL",19720.4666666667,-7143.11606666667,-7105.48686666667,-40.0683000000035,-4434.52231666667,-5001.45878333333,591.723766666665
"375","2021-22 - MEM",19772.3166666667,18490.7322666667,7091.47128333333,11400.7614666667,21824.92645,8877.51875,12919.2281833333
"376","2021-22 - MIA",20189.9683333333,6078.75531666667,4848.57783333333,1222.88841666667,19089.4304833333,10056.2212833333,9014.02686666667
"377","2021-22 - MIL",19884.5333333333,13101.8096333333,5536.5332,7542.12023333333,18327.2460333333,3973.07069999999,14361.1673333333
"378","2021-22 - MIN",19889.86,6345.12435,-2653.30315,8996.01805,10405.4706666667,263.559716666665,10168.58335
"379","2021-22 - NOP",19386.015,9515.31465,1044.30821666666,8502.95023333333,3341.91290000001,-1591.44686666666,4908.22320000001
"380","2021-22 - NYK",20462.3966666667,-3964.27203333334,-2842.58420000001,-1121.48241666667,3051.02911666666,4044.15794999999,-968.360600000002
"381","2021-22 - OKC",19852.795,-14418.4529666667,-1218.73576666667,-13205.92185,-17777.0377833333,365.800899999996,-18179.4793666667
"382","2021-22 - ORL",19496.72,-10563.0527666667,3118.21561666667,-13709.3921833333,-17292.1219666667,576.809266666664,-17879.50735
"383","2021-22 - PHI",19791.03,8598.32989999999,46.2384833333274,8530.6459,13656.8749666667,3658.80656666666,10016.7492
"384","2021-22 - PHX",21046.6383333333,17612.7675833333,8330.47259999999,9296.86794999999,24634.6910666666,12218.7102,12415.5838166667
"385","2021-22 - POR",19489.6316666667,-12521.891,-4846.26981666667,-7707.69433333334,-16142.8633,-5881.27856666667,-10279.7308666667
"386","2021-22 - SAC",21004.7333333333,-6604.68156666666,-2837.29833333333,-3746.52055,-11962.2207833333,-7395.52189999999,-4584.39985
"387","2021-22 - SAS",18506.625,5851.61705000001,753.37088333334,5101.84058333334,3151.40035000001,-2846.67588333333,5985.30033333334
"388","2021-22 - TOR",20756.3383333333,12058.1888,5758.48171666667,6282.94485000001,13653.8310833333,7282.2953,6345.72820000001
"389","2021-22 - UTA",20345.4883333333,18371.1617166667,3317.02523333333,15053.7493166667,20966.1350166667,3631.63748333333,17345.1114166667
"390","2021-22 - WAS",18537.425,-1864.9688,-253.232649999998,-1626.80755,-8646.87525,-7399.31518333333,-1261.84816666667
"391","2022-23 - ATL",21734.09,3504.83306666666,-6563.30296666667,10037.4575833333,4656.21801666666,-4089.08125,8806.91928333333
"392","2022-23 - BKN",22066.2066666667,6726.03213333334,3463.5781,3190.33675,4832.02180000001,2019.56098333334,2832.45553333334
"393","2022-23 - BOS",20612.925,14688.43175,6615.60161666666,8066.48421666667,26213.57025,11301.4153,14880.3995666667
"394","2022-23 - CHA",16780.285,-7654.64331666668,-1739.62576666668,-5938.81318333333,-11408.5861166667,1391.09668333333,-12781.2146666667
"395","2022-23 - CHI",20556.7716666667,3897.82139999999,6157.04160000001,-2242.10263333335,6569.73881666666,8535.45753333334,-1954.10043333335
"396","2022-23 - CLE",19102.63,19236.89795,13683.18075,5532.1436,20755.3597333333,11489.9557,9232.29158333334
"397","2022-23 - DAL",19010.1616666667,-3243.56526666667,-9589.01856666667,6312.3941,7439.21339999999,-5164.2853,12607.0737666667
"398","2022-23 - DEN",20833.41,6901.70161666668,-2058.53498333333,8986.87378333335,14994.044,3782.4796,11238.4833333334
"399","2022-23 - DET",18455.3683333333,-20497.2121333333,-10052.6885666667,-10435.8431166667,-22410.0230166667,-11485.1553,-10993.0170666667
"400","2022-23 - GSW",19823.115,4667.82086666668,3901.09945,767.204050000011,11055.43295,4015.82041666667,7068.02270000001
"401","2022-23 - HOU",17546.845,-9610.29156666666,-8506.09655,-1125.83491666667,-16340.5398333333,-12261.9986166667,-4130.59646666667
"402","2022-23 - IND",20588.905,-5439.34361666667,-5306.17071666667,-162.424883333334,-7497.55518333333,-9260.78893333333,1758.67673333333
"403","2022-23 - LAC",22805.3783333333,1275.31743333334,220.694633333332,1072.92526666667,527.817166666669,-4247.0364,4796.11183333333
"404","2022-23 - LAL",21451.4883333333,-569.01163333334,-3382.62648333334,2873.05203333333,5835.7953,3170.99561666666,2683.28945
"405","2022-23 - MEM",20461.56,16802.2004333333,9434.31933333331,7360.98263333333,15811.45515,11271.71915,4532.5596
"406","2022-23 - MIA",20144.11,8323.14348333334,5484.15555,2832.0193,5063.50868333334,4784.8243,292.966683333339
"407","2022-23 - MIL",19136.3916666667,13126.89025,10471.98015,2609.83049999999,17929.4646166667,12046.9576833333,5813.92079999999
"408","2022-23 - MIN",19982.9133333333,2382.21948333333,4176.76849999999,-1784.14416666666,5029.35988333333,4395.17933333333,637.088033333339
"409","2022-23 - NOP",20040.6016666667,-1473.70253333333,-1391.85203333332,-96.2671833333358,7963.37223333335,5140.89640000001,2867.24166666667
"410","2022-23 - NYK",22022.6816666667,15819.48645,-641.70096666667,16461.1874166667,20880.9583666667,2589.06908333333,18301.2125
"411","2022-23 - OKC",18938.2316666667,1341.38046666667,744.055799999998,617.921283333337,4850.28685000001,1748.9736,3074.04671666667
"412","2022-23 - ORL",17996.7166666667,-2441.8203,1593.09251666667,-4034.91281666667,-2721.71691666666,2421.32998333334,-5121.19321666666
