"","team_season","MP","new_LA_RAPM","new_LA_RAPM__Def","new_LA_RAPM__Off","new_RAPM","new_RAPM__Def","new_RAPM__Off"
"162","2014-15 - IND",19662.005,1525.12058333333,6384.00558333334,-4820.85585,3360.33291666666,5979.62465,-2594.21923333334
"163","2014-15 - LAC",20113.02,23843.4825166666,1465.12644999999,22388.81175,29382.58665,1841.05954999999,27539.6864166666
"164","2014-15 - LAL",20322.7116666666,-16401.9113833333,-10965.17245,-5404.71216666666,-16013.5316666667,-12247.2440666667,-3751.93253333333
"165","2014-15 - MEM",19912.7466666667,15316.73465,12170.9819666667,3130.94325,14237.5504666667,10838.3159333333,3416.9114
"166","2014-15 - MIA",18504.4033333333,-1054.97853333333,-4649.77363333334,3543.50976666667,1335.37873333333,-1553.72313333334,2882.22471666668
"167","2014-15 - MIL",20717.1683333333,1329.16411666667,10284.4424,-8921.46816666666,8947.92983333333,14761.3039,-5774.09223333332
"168","2014-15 - MIN",17987.8066666667,-18636.2819833333,-12987.9436333333,-5655.44368333333,-23315.5796666667,-16900.4618166667,-6456.51578333334
"169","2014-15 - NOP",20442.1516666667,1000.43598333333,-5831.98011666667,6827.12073333334,8612.46378333334,-3239.79145,11839.5763666667
"170","2014-15 - NYK",17836.4833333333,-20913.0042166667,-6064.1473,-14836.70115,-25452.4845,-11842.4969333333,-13639.0918166667
"171","2014-15 - OKC",21617.335,6172.48224999999,-2940.52223333334,9114.04041666666,9302.05143333332,-1175.73765000001,10415.4283333333
"172","2014-15 - ORL",19755,-7216.57676666667,-1655.13923333334,-5572.57356666667,-13894.8191333333,-6624.25418333334,-7256.95696666667
"173","2014-15 - PHI",17573.4516666667,-16734.89235,2361.87191666667,-19106.0823833333,-20262.9197166667,1788.87168333334,-22113.0227
"174","2014-15 - PHX",19390.0583333333,5810.05551666665,4638.17795,1186.94719999999,1535.59831666665,2585.86641666666,-1083.37771666668
"175","2014-15 - POR",21595.97,15428.3542833333,2733.5097,12750.7230333333,18940.8032833333,5175.97106666667,13817.28455
"176","2014-15 - SAC",19782.335,-8546.20031666667,-9687.81696666667,1112.2929,-4278.05721666667,-8752.1546,4394.22485
"177","2014-15 - SAS",19661.87,23837.1685666667,14497.4417666667,9288.51651666666,24766.9443,13250.4004166667,11529.9301166667
"178","2014-15 - TOR",19924.4216666667,10626.0240333333,-8142.98895,18766.61775,14791.41575,-6255.23973333332,21091.6308
"179","2014-15 - UTA",18392.09,9456.98988333333,6341.48278333333,3102.20343333333,8183.33925,5811.84783333333,2384.61963333333
"180","2014-15 - WAS",19949.175,5008.8094,7869.37061666666,-2832.48038333333,8416.11618333333,8906.19573333333,-440.509299999999
"181","2015-16 - ATL",20482.845,11059.5430333333,11616.5031833333,-553.936449999998,13709.9514166667,15220.6381333333,-1528.26336666667
"182","2015-16 - BKN",17938.1683333333,-14321.9177833333,-7782.37778333333,-6539.54000000001,-18883.24095,-11425.1403833333,-7424.06593333334
"183","2015-16 - BOS",19310.025,11449.8205,5151.54378333334,6294.29058333332,14229.36095,9072.31601666667,5144.39536666666
"184","2015-16 - CHA",20118.3,8622.96681666667,4926.83006666667,3675.89170000001,16867.7782666667,8093.05731666666,8763.31631666668
"185","2015-16 - CHI",19669.1183333333,-5967.60208333333,-2830.80428333333,-3157.77203333333,712.615583333328,706.034883333325,-14.8606166666636
"186","2015-16 - CLE",20436.2683333333,23708.3773666667,4007.55468333333,19664.67745,26494.731,5869.23671666667,20595.3505666667
"187","2015-16 - DAL",20281.5733333333,110.339433333336,-4523.88828333333,4652.08646666667,4148.62850000001,272.399600000008,3966.22083333334
"188","2015-16 - DEN",19617.4583333334,-315.977516666653,-3384.73049999999,3065.69873333334,-6695.19835,-7286.94333333333,598.041616666671
"189","2015-16 - DET",19609.67,12202.2202333333,5079.67985,7070.04540000001,10793.2166333333,5485.8698,5318.08360000001
"190","2015-16 - GSW",20010.8616666667,25075.6575333333,6936.14006666666,18163.50775,40240.3434,11554.7707166667,28690.8973666667
"191","2015-16 - HOU",18204.6433333333,11813.9486833333,-935.50618333334,12753.0287333333,7995.08778333333,-2868.35240000001,10886.2983
"192","2015-16 - IND",20326.6933333333,2030.96534999998,6269.99874999999,-4258.68185,7717.36896666665,11873.5514,-4142.51058333333
"193","2015-16 - LAC",20246.8716666667,13513.0686333333,7273.82660000001,6255.3207,20177.3935333333,9725.55293333334,10451.8406
"194","2015-16 - LAL",19730,-25424.5104666667,-18742.48175,-6656.2332,-27907.4192166667,-15601.72295,-12276.7194166667
"195","2015-16 - MEM",17422.29,-1816.23108333333,-1611.59818333333,-205.792799999999,-7285.75436666666,-5258.98549999999,-2040.93291666666
"196","2015-16 - MIA",22537.9233333333,10105.45185,4019.28618333334,6089.929,12154.8843,6555.74778333334,5621.38915
"197","2015-16 - MIL",19799.4766666667,-6409.11308333333,-4500.5042,-1907.61568333333,-7014.29714999999,-6017.21099999999,-1019.19015
"198","2015-16 - MIN",18765.1216666667,-3935.04078333333,-8678.08553333333,4747.737,-4208.21451666666,-8301.32756666666,4093.11305
"199","2015-16 - NOP",19516.5316666667,-3544.83428333332,-1960.72458333333,-1577.05721666666,-5868.07699999998,-5504.51018333332,-346.004733333331
"200","2015-16 - NYK",19944.2666666667,-7239.05303333332,-6208.51876666666,-1087.38225,-3614.76656666665,-3203.08514999999,-433.621766666661
"201","2015-16 - OKC",20356.2016666667,23493.9761166666,993.410533333332,22524.5908,29147.5467166666,5067.28336666667,24063.8483
"202","2015-16 - ORL",19390.6983333333,-5825.43368333333,-2489.50015,-3383.22861666667,-5139.9504,-3093.32383333333,-2045.13898333334
"203","2015-16 - PHI",19339.2283333333,-18836.8290333333,-4277.4522,-14570.8353,-24978.6986333333,-8059.39288333333,-16903.4001
